id,question,answer,explanation,unit
1825,점탄성체는 순간 탄성변형과 시간의존적 변형을 함께 보일 수 있다.,O,[기계적 성질 11P] 점탄성체는 탄성과 점성을 함께 갖기 때문에 즉시 나타나는 탄성변형과 시간 경과에 따른 변형을 모두 보일 수 있다. 그림 4-28의 거동도 이 두 반응을 함께 보여준다. 한쪽 성질만으로 설명하면 부족하다.,기계적 성질
1826,"점탄성체에서는 하중 제거 후 지연 회복이 나타날 수 있지만, 영구변형은 절대 남지 않는다.",X,[기계적 성질 11P] 점탄성체에서는 하중 제거 후 시간에 따른 지연 회복이 나타날 수 있다. 그러나 자료의 그림에는 회복되지 않는 영구변형도 표시된다. 모든 변형이 완전히 회복된다고 보면 완전탄성체처럼 해석한 오류다.,기계적 성질
1827,조직공학은 생명과학과 공학을 융합하여 생체조직을 만들어 이식하고 조직 기능의 복원·유지·향상을 목표로 한다.,O,[치과조직공학-골이식재 1P] 맞는 내용이다. 조직공학은 생명과학과 공학을 융합하여 생체조직을 만들어 이식하고 조직 기능의 복원·유지·향상을 목표로 한다. 비교할 지점은 일반 보철 수복이다. 시험에서는 이 부분을 유사 재료나 반대 결과로 바꾸어 묻기 쉽다.,치과조직공학-골이식재
1828,조직공학이라는 용어는 2000년대 이후 임플란트 골이식술에서 처음 사용되었다.,X,"[치과조직공학-골이식재 1P] 틀린 지점은 '자료에서는 1980년대 후반 Vacanti와 Langer의 사용을 제시한다.'이다. 올바른 내용은 조직공학이라는 개념은 1980년대 후반 Joseph Vacanti와 Robert Langer에 의해 처음 사용된 것으로 설명된다. 헷갈릴 비교 대상은 재생의학이다. 시험에서는 재료명, 방향성, 수치, 장단점이 바뀌는 방식으로 자주 변형될 수 있다.",치과조직공학-골이식재
1829,조직공학에서는 생분해특성을 가진 생체적합 재료로 다공성 3차원 지지체를 만든다.,O,[치과조직공학-골이식재 1P] 맞는 내용이다. 조직공학에서는 생분해특성을 가진 생체적합 재료로 다공성 3차원 지지체를 만든다. 비교할 지점은 비분해성 임플란트이다. 시험에서는 이 부분을 유사 재료나 반대 결과로 바꾸어 묻기 쉽다.,치과조직공학-골이식재
1830,조직공학용 지지체는 세포 부착만 가능하면 되므로 치밀한 2차원 막 구조가 가장 적합하다.,X,"[치과조직공학-골이식재 1P] 틀린 지점은 '자료는 다공성 3차원 지지체를 기본 전제로 제시한다.'이다. 올바른 내용은 조직공학용 지지체는 세포가 내부로 자랄 수 있도록 다공성의 3차원 구조로 설계된다. 헷갈릴 비교 대상은 2차원 배양 표면이다. 시험에서는 재료명, 방향성, 수치, 장단점이 바뀌는 방식으로 자주 변형될 수 있다.",치과조직공학-골이식재
1831,새로운 3차원 생체조직은 배양된 세포 또는 주변 조직에서 전이된 세포로부터 형성될 수 있다.,O,[치과조직공학-골이식재 1P] 맞는 내용이다. 새로운 3차원 생체조직은 배양된 세포 또는 주변 조직에서 전이된 세포로부터 형성될 수 있다. 비교할 지점은 외부 배양 세포이다. 시험에서는 이 부분을 유사 재료나 반대 결과로 바꾸어 묻기 쉽다.,치과조직공학-골이식재
1832,조직공학 지지체는 새 조직 형성 후에도 영구적으로 남아 조직의 대부분을 대신해야 한다.,X,"[치과조직공학-골이식재 1P] 틀린 지점은 '조직공학 지지체는 영구 대체물이 아니라 분해되는 임시 구조체로 설명된다.'이다. 올바른 내용은 조직공학 지지체는 체내에서 완전히 분해되고 최종적으로 건강한 새 생체조직이 재생되도록 설계된다. 헷갈릴 비교 대상은 영구 보철물이다. 시험에서는 재료명, 방향성, 수치, 장단점이 바뀌는 방식으로 자주 변형될 수 있다.",치과조직공학-골이식재
1833,"조직공학은 재료공학, 약물·유전자 전달체, 줄기세포, 나노과학, IT 기술 등과 융합되며 재생의학으로 발전하였다.",O,"[치과조직공학-골이식재 1P] 맞는 내용이다. 조직공학은 재료공학, 약물·유전자 전달체, 줄기세포, 나노과학, IT 기술 등과 융합되며 재생의학으로 발전하였다. 비교할 지점은 단일 재료학이다. 시험에서는 이 부분을 유사 재료나 반대 결과로 바꾸어 묻기 쉽다.",치과조직공학-골이식재
1834,조직공학적 대체재는 지지체 없이 생체활성인자만 투여하면 곧바로 인공장기로 조직화된다.,X,"[치과조직공학-골이식재 1P] 틀린 지점은 '세포, 지지체, 자극, 조직화가 함께 연결된다.'이다. 올바른 내용은 조직공학적 대체재는 환자 세포의 대량 배양, 지지체 점착, 이식, 생화학적 또는 물리적 자극을 거쳐 조직화될 수 있다. 헷갈릴 비교 대상은 단순 세포 주사이다. 시험에서는 재료명, 방향성, 수치, 장단점이 바뀌는 방식으로 자주 변형될 수 있다.",치과조직공학-골이식재
1835,인체 조직은 3차원적으로 세포와 세포외기질이 함께 구성된 구조로 설명된다.,O,[치과조직공학-골이식재 1P] 맞는 내용이다. 인체 조직은 3차원적으로 세포와 세포외기질이 함께 구성된 구조로 설명된다. 비교할 지점은 세포 단독 배양이다. 시험에서는 이 부분을 유사 재료나 반대 결과로 바꾸어 묻기 쉽다.,치과조직공학-골이식재
1836,세포외기질은 세포와 독립적으로 존재하며 세포 분비와는 관련이 없다.,X,"[치과조직공학-골이식재 1P] 틀린 지점은 '자료는 세포외기질이 세포 분비에 의해 형성 또는 재구성된다고 제시한다.'이다. 올바른 내용은 세포외기질은 세포에서 분비되어 형성되거나 재구성된다. 헷갈릴 비교 대상은 무기질 지지체이다. 시험에서는 재료명, 방향성, 수치, 장단점이 바뀌는 방식으로 자주 변형될 수 있다.",치과조직공학-골이식재
1837,세포외기질은 인체 조직 구성의 구조적 기반으로 작용한다.,O,[치과조직공학-골이식재 1P] 맞는 내용이다. 세포외기질은 인체 조직 구성의 구조적 기반으로 작용한다. 비교할 지점은 단순 영양 저장소이다. 시험에서는 이 부분을 유사 재료나 반대 결과로 바꾸어 묻기 쉽다.,치과조직공학-골이식재
1838,세포외기질은 세포 성장인자를 저장하지 못하고 물리적 공간만 제공한다.,X,"[치과조직공학-골이식재 1P] 틀린 지점은 '자료는 ECM의 생화학적 인자 저장과 세포 성장·분화 조절 역할을 함께 제시한다.'이다. 올바른 내용은 세포외기질은 세포 성장과 분화에 필요한 생화학적 인자를 저장할 수 있다. 헷갈릴 비교 대상은 단순 물리 지지체이다. 시험에서는 재료명, 방향성, 수치, 장단점이 바뀌는 방식으로 자주 변형될 수 있다.",치과조직공학-골이식재
1839,"세포외기질은 세포 간 신호전달과 세포분화, 사멸, 생리활성 조절에 필요한 인자를 공급한다.",O,"[치과조직공학-골이식재 1P] 맞는 내용이다. 세포외기질은 세포 간 신호전달과 세포분화, 사멸, 생리활성 조절에 필요한 인자를 공급한다. 비교할 지점은 단순 구조단백질이다. 시험에서는 이 부분을 유사 재료나 반대 결과로 바꾸어 묻기 쉽다.",치과조직공학-골이식재
1840,세포외기질의 기본 구성은 금속 이온과 세라믹 결정으로만 이루어진다.,X,"[치과조직공학-골이식재 2P] 틀린 지점은 '자료는 ECM의 구성 성분을 단백질과 다당류로 제시한다.'이다. 올바른 내용은 세포외기질은 단백질 성분과 다당류로 구성된다. 헷갈릴 비교 대상은 세라믹 단독 구성이다. 시험에서는 재료명, 방향성, 수치, 장단점이 바뀌는 방식으로 자주 변형될 수 있다.",치과조직공학-골이식재
1841,교원질과 일라스틴은 세포외기질의 구조단백질에 해당한다.,O,[치과조직공학-골이식재 2P] 맞는 내용이다. 교원질과 일라스틴은 세포외기질의 구조단백질에 해당한다. 비교할 지점은 접착단백질이다. 시험에서는 이 부분을 유사 재료나 반대 결과로 바꾸어 묻기 쉽다.,치과조직공학-골이식재
1842,파이브로넥틴과 라미닌은 세포외기질의 미네랄화 단백질로 분류된다.,X,"[치과조직공학-골이식재 2P] 틀린 지점은 '오스테오폰틴·오스테오칼신이 미네랄화 단백질로 제시된다.'이다. 올바른 내용은 파이브로넥틴과 라미닌은 세포외기질의 접착단백질에 해당한다. 헷갈릴 비교 대상은 미네랄화 단백질이다. 시험에서는 재료명, 방향성, 수치, 장단점이 바뀌는 방식으로 자주 변형될 수 있다.",치과조직공학-골이식재
1843,오스테오폰틴과 오스테오칼신은 세포외기질의 미네랄화 단백질에 포함된다.,O,[치과조직공학-골이식재 2P] 맞는 내용이다. 오스테오폰틴과 오스테오칼신은 세포외기질의 미네랄화 단백질에 포함된다. 비교할 지점은 다당류이다. 시험에서는 이 부분을 유사 재료나 반대 결과로 바꾸어 묻기 쉽다.,치과조직공학-골이식재
1844,콘드로이틴 황산과 히알루론산은 미네랄화 단백질로서 골 석회화만 담당한다.,X,"[치과조직공학-골이식재 2P] 틀린 지점은 '자료는 콘드로이틴 황산과 히알루론산을 다당류로 제시한다.'이다. 올바른 내용은 콘드로이틴 황산과 히알루론산은 세포외기질의 다당류 성분에 해당한다. 헷갈릴 비교 대상은 미네랄화 단백질이다. 시험에서는 재료명, 방향성, 수치, 장단점이 바뀌는 방식으로 자주 변형될 수 있다.",치과조직공학-골이식재
1845,재생의학적 조직공학은 각 조직의 세포 특성과 세포외기질을 모방하는 전략을 사용한다.,O,[치과조직공학-골이식재 2P] 맞는 내용이다. 재생의학적 조직공학은 각 조직의 세포 특성과 세포외기질을 모방하는 전략을 사용한다. 비교할 지점은 단일 재료 강도이다. 시험에서는 이 부분을 유사 재료나 반대 결과로 바꾸어 묻기 쉽다.,치과조직공학-골이식재
1846,조직공학의 기본 요소는 세포와 금속 고정체이며 성장인자는 제외된다.,X,"[치과조직공학-골이식재 2P] 틀린 지점은 '자료의 기본 요소에는 성장인자와 생분해성 다공성 지지체가 함께 포함된다.'이다. 올바른 내용은 조직공학의 기본 요소에는 세포, 생분해성 다공성 지지체, 성장인자가 포함된다. 헷갈릴 비교 대상은 세포 단독 치료이다. 시험에서는 재료명, 방향성, 수치, 장단점이 바뀌는 방식으로 자주 변형될 수 있다.",치과조직공학-골이식재
1847,"조직공학에서 사용할 수 있는 세포에는 배아줄기세포, 성체줄기세포, 전구세포, 조직에서 분리 배양된 세포가 포함된다.",O,"[치과조직공학-골이식재 2P] 맞는 내용이다. 조직공학에서 사용할 수 있는 세포에는 배아줄기세포, 성체줄기세포, 전구세포, 조직에서 분리 배양된 세포가 포함된다. 비교할 지점은 배아줄기세포 단독이다. 시험에서는 이 부분을 유사 재료나 반대 결과로 바꾸어 묻기 쉽다.",치과조직공학-골이식재
1848,조직공학용 지지체는 이식 당시만 생체적합하면 되며 분해산물의 세포 영향은 고려하지 않는다.,X,"[치과조직공학-골이식재 2P] 틀린 지점은 '생분해 중간산물과 최종산물이 세포나 주변조직에 영향을 주지 않아야 한다.'이다. 올바른 내용은 조직공학용 지지체는 소재와 분해산물 모두 생체적합해야 한다. 헷갈릴 비교 대상은 초기 생체적합성만이다. 시험에서는 재료명, 방향성, 수치, 장단점이 바뀌는 방식으로 자주 변형될 수 있다.",치과조직공학-골이식재
1849,지지체는 재생하는 조직의 특성에 맞는 분해특성과 기계적 특성을 가져야 한다.,O,[치과조직공학-골이식재 2P] 맞는 내용이다. 지지체는 재생하는 조직의 특성에 맞는 분해특성과 기계적 특성을 가져야 한다. 비교할 지점은 일률적 지지체이다. 시험에서는 이 부분을 유사 재료나 반대 결과로 바꾸어 묻기 쉽다.,치과조직공학-골이식재
1850,다공성 지지체는 세포가 내부로 들어가지 못하도록 치밀할수록 조직 재생에 유리하다.,X,"[치과조직공학-골이식재 2P] 틀린 지점은 '세포 성장과 분화를 위해 내부 공간과 연결된 다공성 구조가 필요하다.'이다. 올바른 내용은 생분해성 다공성 지지체의 내부 구조는 세포의 성장, 분화, 증식을 가능하게 해야 한다. 헷갈릴 비교 대상은 표면 코팅만이다. 시험에서는 재료명, 방향성, 수치, 장단점이 바뀌는 방식으로 자주 변형될 수 있다.",치과조직공학-골이식재
1851,이상적인 지지체는 조직이 형성되는 동안 충분한 기계적 강도를 유지하면서 서서히 분해·흡수된다.,O,[치과조직공학-골이식재 2P] 맞는 내용이다. 이상적인 지지체는 조직이 형성되는 동안 충분한 기계적 강도를 유지하면서 서서히 분해·흡수된다. 비교할 지점은 빠른 흡수만이다. 시험에서는 이 부분을 유사 재료나 반대 결과로 바꾸어 묻기 쉽다.,치과조직공학-골이식재
1852,성장인자는 주로 지지체의 압축강도를 높이는 무기 충전재로 작용한다.,X,"[치과조직공학-골이식재 2P] 틀린 지점은 '성장인자는 세포 행동을 조절하는 생물학적 인자이다.'이다. 올바른 내용은 성장인자는 세포의 부착, 증식, 이동, 분화를 촉진하거나 조절한다. 헷갈릴 비교 대상은 구조 지지체이다. 시험에서는 재료명, 방향성, 수치, 장단점이 바뀌는 방식으로 자주 변형될 수 있다.",치과조직공학-골이식재
